type,title,director,release_year,rating,listed_in,movie_duration,show_seasons
Movie,Shiva,Ram Gopal Varma,1990,TV-MA,"Action & Adventure, Dramas, International Movies",168,
Movie,Shopkins: Chef Club,Raymond McGrath,2016,TV-Y,Movies,45,
Movie,Shopkins: Wild,"Adele K. Thomas, Richard Bailey",2018,TV-Y,Movies,75,
Movie,Shopkins: World Vacation,Richard Bailey,2017,TV-Y,Movies,71,
Movie,Shorgul,"Jitendra Tiwari, Pranav Singh",2016,TV-14,"Dramas, International Movies",122,
Movie,Short Term 12,Destin Daniel Cretton,2013,R,"Dramas, Independent Movies",97,
Movie,Shorts,Robert Rodriguez,2009,PG,"Children & Family Movies, Comedies",89,
Movie,SHOT! The Psycho-Spiritual Mantra of Rock,Barney Clay,2016,TV-MA,"Documentaries, Music & Musicals",98,
Movie,Shuddhi,Adarsh Eshwarappa,2017,TV-14,"Dramas, International Movies, Thrillers",115,
Movie,Shutter,"Banjong Pisanthanakun, Parkpoom Wongpoom",2004,TV-MA,"Horror Movies, International Movies",96,
Movie,Sicilian Ghost Story,"Fabio Grassadonia, Antonio Piazza",2017,TV-MA,"Dramas, International Movies, Thrillers",119,
TV Show,Sid the Science Kid,,2008,TV-Y,Kids' TV,,1
Movie,Siddhant,Vivek Wagh,2014,TV-G,"Dramas, Independent Movies, International Movies",105,
Movie,Silencer,Timothy Woodward Jr.,2018,TV-MA,"Action & Adventure, Independent Movies",88,
Movie,Silent Hill: Revelation,M.J. Bassett,2012,R,Horror Movies,94,
Movie,Silicon Cowboys,Jason Cohen,2016,TV-PG,Documentaries,77,
TV Show,Silver Spoon,,2015,TV-MA,"Crime TV Shows, International TV Shows, TV Action & Adventure",,2
TV Show,Sin senos no hay paraíso,,2008,TV-14,"International TV Shows, Spanish-Language TV Shows, TV Dramas",,1
TV Show,Sin Senos sí Hay Paraíso,,2018,TV-MA,"International TV Shows, Spanish-Language TV Shows, TV Dramas",,3
Movie,Singh Saab the Great,Anil Sharma,2013,TV-14,"Action & Adventure, Dramas, International Movies",143,
Movie,Single,Raditya Dika,2015,TV-PG,"Comedies, International Movies, Romantic Movies",127,
Movie,Singularity,Robert Kouba,2017,PG-13,"Action & Adventure, Dramas, Sci-Fi & Fantasy",92,
Movie,Sinister Circle,Dorian Fernández-Moris,2017,TV-MA,"Horror Movies, International Movies",87,
Movie,Siren,Gregg Bishop,2016,TV-MA,Horror Movies,83,
Movie,Sister Code,Corey Grant,2015,R,"Comedies, Dramas, Romantic Movies",95,
Movie,Skin Trade,Ekachai Uekrongtham,2014,R,Action & Adventure,96,
TV Show,Skin Wars,,2016,TV-14,Reality TV,,3
TV Show,Skin Wars: Fresh Paint,,2016,TV-14,Reality TV,,1
Movie,Skiptrace,Renny Harlin,2016,PG-13,"Action & Adventure, Comedies",107,
Movie,Sky on Fire,Ringo Lam,2016,TV-MA,"Action & Adventure, International Movies",100,
Movie,Skydancers,Fredric Lean,2014,TV-G,"Documentaries, Sports Movies",49,
Movie,Skyline,"Colin Strause, Greg Strause",2010,PG-13,"Action & Adventure, Sci-Fi & Fantasy",94,
Movie,Sleeping with Other People,Leslye Headland,2015,R,"Comedies, Dramas, Independent Movies",101,
Movie,Sleepover,Joe Nussbaum,2004,PG,"Comedies, Romantic Movies",89,
Movie,Sling Blade,Billy Bob Thornton,1996,R,"Dramas, Independent Movies",135,
Movie,Sliver,Phillip Noyce,1993,R,Thrillers,107,
TV Show,Slobby's World,,2018,TV-MA,Reality TV,,1
Movie,Slow West,John Maclean,2015,R,"Action & Adventure, Dramas, International Movies",84,
Movie,Small Soldiers,Joe Dante,1998,PG-13,"Action & Adventure, Comedies, Sci-Fi & Fantasy",110,
Movie,Smart People,Noam Murro,2008,R,"Comedies, Dramas, Independent Movies",95,
Movie,Smash: Motorized Mayhem,,2017,TV-MA,"Documentaries, Sports Movies",66,
Movie,SMOSH: The Movie,Alex Winter,2015,PG-13,Comedies,83,
Movie,Sniper: Special Ops,Fred Olen Ray,2016,R,"Action & Adventure, Dramas",86,
Movie,Socha Na Tha,Imtiaz Ali,2005,TV-14,"Comedies, International Movies, Romantic Movies",137,
Movie,Social Animals,Jonathan Ignatius Green,2018,TV-MA,Documentaries,87,
Movie,Soekarno,Hanung Bramantyo,2013,TV-MA,"Dramas, International Movies",142,
Movie,Solo Con Tu Pareja,Alfonso Cuarón,1991,NR,"Comedies, Independent Movies, International Movies",94,
Movie,Solo: A Star Wars Story,Ron Howard,2018,PG-13,"Action & Adventure, Children & Family Movies, Sci-Fi & Fantasy",135,
Movie,Solo: A Star Wars Story (Spanish Version),Ron Howard,2018,PG-13,"Action & Adventure, Children & Family Movies, Sci-Fi & Fantasy",135,
Movie,Solomon Kane,Michael J. Bassett,2009,R,"Action & Adventure, International Movies, Sci-Fi & Fantasy",104,
Movie,Some Freaks,Ian MacAllister-McDonald,2017,TV-MA,"Dramas, Romantic Movies",97,
Movie,Something's Gotta Give,Nancy Meyers,2003,PG-13,"Comedies, Romantic Movies",128,
Movie,Son of a Gun,Julius Avery,2014,R,"Action & Adventure, Dramas, Independent Movies",109,
Movie,Sons of Ben,Jeffrey C. Bell,2016,NR,"Documentaries, Sports Movies",73,
TV Show,Sotus The Series,,2016,TV-MA,"International TV Shows, Romantic TV Shows, TV Dramas",,1
Movie,Soul Surfer,Sean McNamara,2011,PG,"Dramas, Faith & Spirituality, Sports Movies",106,
Movie,Soul to Keep,"David Allensworth, Monière",2019,TV-MA,"Horror Movies, Independent Movies",94,
Movie,Sour Grapes,"Jerry Rothwell, Reuben Atlas",2016,NR,Documentaries,85,
TV Show,Space Racers,,2014,TV-Y,Kids' TV,,1
Movie,Sparkle,Sam O'Steen,1976,PG,"Dramas, Music & Musicals",98,
TV Show,Spartacus,,2013,TV-MA,"TV Action & Adventure, TV Dramas",,4
Movie,Speech & Debate,Dan Harris,2017,PG-13,"Comedies, Dramas, Independent Movies",96,
Movie,Speed Is My Need,Mark Sloper,2019,TV-14,"Documentaries, Sports Movies",75,
Movie,Spider-Man 3,Sam Raimi,2007,PG-13,"Action & Adventure, Sci-Fi & Fantasy",139,
Movie,Spider-Man: Into the Spider-Verse,"Peter Ramsey, Rodney Rothman, Bob Persichetti",2018,PG,"Action & Adventure, Comedies",117,
Movie,Spitfire: The Plane that Saved the World,"David Fairhead, Anthony Palmer",2018,TV-14,Documentaries,95,
TV Show,Splash and Bubbles,,2018,TV-Y,Kids' TV,,2
Movie,Spotlight,Tom McCarthy,2015,R,"Dramas, Independent Movies",129,
Movie,Spring Breakers,Harmony Korine,2012,R,"Comedies, Cult Movies, Dramas",94,
Movie,Sprinter,Storm Saulter,2018,TV-MA,"Dramas, International Movies, Sports Movies",112,
Movie,Spy Kids,Robert Rodriguez,2001,PG,"Children & Family Movies, Comedies",88,
Movie,Spy Kids 2: The Island of Lost Dreams,Robert Rodriguez,2002,PG,"Children & Family Movies, Comedies",100,
Movie,Spy Kids 3: Game Over,Robert Rodriguez,2003,PG,"Children & Family Movies, Comedies",83,
Movie,Spy Time,Javier Ruiz Caldera,2015,TV-MA,"Action & Adventure, Comedies, International Movies",93,
Movie,St. Agatha,Darren Lynn Bousman,2018,TV-MA,"Horror Movies, Independent Movies",103,
Movie,Staged Killer,Christopher Ray,2019,TV-14,Thrillers,88,
Movie,Standoff,Adam Alleca,2015,R,Action & Adventure,86,
Movie,Star Men,Alison E. Rose,2015,TV-14,Documentaries,88,
Movie,Star Wars: Episode VIII: The Last Jedi,Rian Johnson,2017,PG-13,"Action & Adventure, Children & Family Movies, Sci-Fi & Fantasy",152,
TV Show,Star-Crossed,,2014,TV-14,"Romantic TV Shows, TV Dramas, TV Sci-Fi & Fantasy",,1
Movie,Starred Up,David Mackenzie,2013,TV-MA,"Dramas, Independent Movies, International Movies",106,
TV Show,Station Horizon,,2015,TV-MA,"International TV Shows, TV Comedies, TV Dramas",,1
Movie,Stealing History,"Ola Flyum, David Hebditch",2006,TV-PG,"Documentaries, International Movies",52,
Movie,Step Brothers,Adam McKay,2008,R,Comedies,98,
Movie,Step Outside,Wael Ihsan,2018,TV-14,"Comedies, International Movies",89,
Movie,Stephanie,Akiva Goldsman,2017,R,Horror Movies,86,
Movie,Sthaniya Sambaad,"Arjun Gourisaria, Moinak Biswas",2010,TV-14,"Dramas, International Movies",106,
Movie,Still,"Chatchai Katenut, Manussa Vorasingha, Tanwarin Sukkhapisit, Poj Arnon",2010,TV-MA,"Horror Movies, International Movies",100,
Movie,Stink!,Jon J. Whelan,2015,TV-PG,Documentaries,91,
TV Show,Stoked,,2010,TV-PG,Kids' TV,,1
TV Show,Stone Age,,2017,TV-Y7,"Kids' TV, Korean TV Shows",,1
Movie,Stonehearst Asylum,Brad Anderson,2014,PG-13,"Horror Movies, Thrillers",113,
Movie,Stop at Nothing: The Lance Armstrong Story,Alex Holmes,2014,NR,"Documentaries, International Movies, Sports Movies",100,
TV Show,Storage Wars: Northern Treasures,,2015,TV-MA,"International TV Shows, Reality TV",,1
Movie,Story of an Egg,Raj B. Shetty,2017,TV-PG,"Comedies, International Movies, Romantic Movies",132,
Movie,Straight Up,James Sweeney,2020,TV-MA,"Comedies, Independent Movies, LGBTQ Movies",96,
Movie,Strange but True,Rowan Athale,2019,PG-13,"Dramas, Thrillers",96,
Movie,Stranger than Fiction,Marc Forster,2006,PG-13,"Comedies, Romantic Movies",113,
TV Show,Strawberry Shortcake: Berry Bitty Adventures,,2015,TV-Y,Kids' TV,,1
Movie,Strictly Ballroom,Baz Luhrmann,1992,PG,"Classic Movies, Comedies, Romantic Movies",95,
Movie,Strike a Pose,"Ester Gould, Reijer Zwaan",2016,TV-MA,"Documentaries, International Movies, LGBTQ Movies",85,
Movie,Stripes,Ivan Reitman,1981,R,"Classic Movies, Comedies, Cult Movies",106,
Movie,Striptease,Andrew Bergman,1996,R,"Comedies, Dramas",117,
TV Show,Strong Girl Bong-soon,,2017,TV-14,"Crime TV Shows, International TV Shows, Korean TV Shows",,1
Movie,Stronger Than the World,Afonso Poyart,2016,NR,"Action & Adventure, Dramas, International Movies",123,
TV Show,Strongland,,2018,TV-PG,"Docuseries, International TV Shows",,1
Movie,Stuart Little 2,Rob Minkoff,2002,PG,"Children & Family Movies, Comedies",78,
Movie,Submission,J.M. Berrios,2019,TV-MA,"Action & Adventure, Dramas",95,
Movie,Suburra,Stefano Sollima,2015,NR,"Dramas, International Movies, Thrillers",135,
Movie,Suckseed,Chayanop Boonprakob,2011,TV-MA,"Comedies, International Movies, Music & Musicals",130,
Movie,Sudani from Nigeria,Zakariya,2018,TV-14,"Comedies, Dramas, International Movies",115,
Movie,Suicide (Hitabdut),Benny Fredman,2014,TV-MA,"International Movies, Thrillers",114,
Movie,Suite Française,Saul Dibb,2014,TV-MA,"Dramas, International Movies, Romantic Movies",107,
TV Show,Suits,,2018,TV-MA,"International TV Shows, Korean TV Shows, TV Comedies",,1
Movie,Summer Night,Joseph Cross,2019,TV-MA,"Comedies, Dramas, Romantic Movies",93,
Movie,Summer of '92,Kasper Barfoed,2015,TV-MA,"Dramas, International Movies, Sports Movies",94,
Movie,Sunrise,Partho Sen-Gupta,2014,TV-MA,"Dramas, Independent Movies, International Movies",85,
TV Show,Super Bheem,,2019,TV-Y,Kids' TV,,1
Movie,Super Bheem Bana Vajraveer,Sumit Das,2018,TV-Y7,Children & Family Movies,63,
Movie,Super Dark Times,Kevin Phillips,2017,TV-MA,"Dramas, Independent Movies, Thrillers",104,
Movie,Super Nani,Indra Kumar,2014,TV-PG,"Comedies, Dramas, International Movies",127,
TV Show,Super Wings,,2020,TV-Y,"Kids' TV, Korean TV Shows",,3
Movie,Superbad,Greg Mottola,2007,R,"Comedies, Cult Movies",113,
Movie,Superfly,Gordon Parks,1972,R,"Action & Adventure, Classic Movies, Dramas",91,
Movie,Superman Returns,Bryan Singer,2006,PG-13,"Action & Adventure, Sci-Fi & Fantasy",154,
TV Show,SuperNature: Wild Flyers,,2016,TV-PG,"British TV Shows, Docuseries, Science & Nature TV",,1
Movie,Superstar,Bruce McCulloch,1999,PG-13,Comedies,82,
Movie,Surat Dari Praha,Angga Dwimas Sasongko,2016,TV-14,"Dramas, International Movies, Romantic Movies",98,
TV Show,Surviving R. Kelly Part II: The Reckoning,,2020,TV-MA,"Crime TV Shows, Docuseries",,1
Movie,Survivors Guide to Prison,Matthew Cooke,2017,TV-MA,Documentaries,103,
Movie,Susanne Bartsch: On Top,"Anthony Caronna, Alexander Smith",2017,TV-MA,"Documentaries, LGBTQ Movies",86,
Movie,Sustainable,Matt Wechsler,2016,TV-G,Documentaries,92,
Movie,Swami,Basu Chatterjee,1977,TV-PG,"Dramas, Independent Movies, International Movies",123,
TV Show,Swami Baba Ramdev: The Untold Story,,2018,TV-14,"International TV Shows, TV Dramas",,1
Movie,Sweeney Todd: The Demon Barber of Fleet Street,Tim Burton,2007,R,"Dramas, Horror Movies, Music & Musicals",116,
Movie,Sweet Virginia,Jamie M. Dagg,2017,R,"Dramas, Independent Movies, Thrillers",93,
Movie,Swiss Army Man,"Dan Kwan, Daniel Scheinert",2016,R,"Comedies, Dramas, Independent Movies",97,
Movie,Sword Master,Derek Yee,2016,TV-MA,"Action & Adventure, Dramas, International Movies",108,
Movie,Sword Masters: Two Champions of Shaolin,Cheh Chang,1980,R,"Action & Adventure, International Movies",101,
TV Show,Sym-Bionic Titan,,2010,TV-PG,Kids' TV,,1
Movie,Taal,Subhash Ghai,1999,TV-PG,"Dramas, International Movies, Music & Musicals",177,
Movie,Tahaan,Santosh Sivan,2008,TV-14,"Dramas, International Movies",95,
Movie,Take Me Home Tonight,Michael Dowse,2011,R,"Comedies, Romantic Movies",97,
TV Show,Taken,,2018,TV-14,"Crime TV Shows, TV Action & Adventure, TV Thrillers",,2
TV Show,Tales of the City (1993),,1993,TV-MA,TV Dramas,,1
Movie,Tamanchey,Navneet Behal,2014,TV-MA,"Action & Adventure, International Movies, Romantic Movies",111,
Movie,Tarif de nuit,Julien Seri,2015,TV-MA,"International Movies, Thrillers",81,
Movie,Tarzan,"Chris Buck, Kevin Lima",1999,G,Children & Family Movies,89,
Movie,Tarzan 2,Brian Smith,2005,G,Children & Family Movies,72,
Movie,Tattah,Sameh Abdulaziz,2013,TV-14,"Comedies, International Movies",112,
Movie,Tayo the Little Bus Movie: Mission Ace,Ryu Jung-woo,2016,TV-Y7,Children & Family Movies,48,
Movie,Teach Us All,Sonia Lowman,2017,TV-14,Documentaries,81,
Movie,Teen Patti,Leena Yadav,2010,TV-PG,"Dramas, International Movies, Thrillers",137,
Movie,Teenage Cocktail,John Carchietta,2016,TV-MA,"Dramas, Independent Movies, LGBTQ Movies",89,
Movie,Teenage Mutant Ninja Turtles,Kevin Munroe,2007,PG,"Children & Family Movies, Comedies",87,
Movie,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,Michael Pressman,1991,PG,"Children & Family Movies, Comedies",88,
Movie,Teenage Mutant Ninja Turtles: The Movie,Steve Barron,1990,PG,"Action & Adventure, Comedies",94,
Movie,Tees Maar Khan,Farah Khan,2010,TV-PG,"Comedies, International Movies, Music & Musicals",125,
Movie,Tellur Aliens,Einar Gabbassov,2016,TV-Y7,Children & Family Movies,67,
Movie,Temporada de Caza,Natalia Garagiola,2017,TV-MA,"Dramas, International Movies",108,
Movie,Ten Years,"Jevons Au, Zune Kwok, Chow Kwun-wai, Ng Ka-Leung, Wong Fei-Pang",2015,TV-MA,"Dramas, Independent Movies, International Movies",102,
TV Show,Teresa,,2010,TV-PG,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",,1
Movie,Terminator 3: Rise of the Machines,Jonathan Mostow,2003,R,"Action & Adventure, Sci-Fi & Fantasy",109,
Movie,Terminator Salvation,McG,2009,PG-13,"Action & Adventure, Sci-Fi & Fantasy",115,
Movie,Terra,"Yann Arthus-Bertrand, Michael Pitiot",2015,TV-PG,"Documentaries, International Movies",98,
Movie,Terrifier,Damien Leone,2017,TV-MA,"Horror Movies, Independent Movies, Thrillers",84,
Movie,Teshan,Sukhbir Singh,2016,TV-PG,"Comedies, International Movies, Romantic Movies",133,
Movie,Tezz,Priyadarshan,2012,TV-MA,"Action & Adventure, International Movies, Music & Musicals",121,
TV Show,Th Eena Meena Deeka Chase Comedy Show,Dheeraj Berry,2015,TV-Y7,"Kids' TV, TV Comedies",,1
TV Show,Thackeray,,2019,TV-MA,TV Shows,,1
TV Show,That '70s Show,,2005,TV-14,TV Comedies,,8
TV Show,The 2000s,,2018,TV-MA,Docuseries,,1
Movie,The 24 Hour War,"Nate Adams, Adam Carolla",2016,TV-MA,"Documentaries, Sports Movies",100,
Movie,The 4th Company,"Mitzi Vanessa Arreola, Amir Galvan Cervera",2016,TV-MA,"Action & Adventure, Dramas, International Movies",117,
Movie,The Accountant of Auschwitz,Matthew Shoychet,2018,TV-14,"Documentaries, International Movies",78,
Movie,The Adderall Diaries,Pamela Romanowsky,2015,R,"Dramas, Thrillers",87,
TV Show,The Adjusters,,2010,TV-PG,"International TV Shows, TV Dramas",,2
Movie,The Adventure Club,Geoff Anderson,2016,TV-Y7,Children & Family Movies,88,
TV Show,The Adventures of Figaro Pho,,2015,TV-Y7,"Kids' TV, TV Comedies",,2
Movie,The Adventures of Sharkboy and Lavagirl,Robert Rodriguez,2005,PG,Children & Family Movies,93,
Movie,The Adventures of Tintin,Steven Spielberg,2011,PG,Children & Family Movies,107,
Movie,The Aerial,Esteban Sapir,2007,TV-MA,"Dramas, International Movies, Sci-Fi & Fantasy",99,
Movie,The Age of Shadows,Jee-woon Kim,2016,TV-MA,"Action & Adventure, Dramas, International Movies",140,
Movie,The American President,Rob Reiner,1995,PG-13,"Comedies, Dramas, Romantic Movies",113,
Movie,The Amityville Horror,Andrew Douglas,2005,R,Horror Movies,89,
TV Show,The Andy Griffith Show,,1967,TV-G,"Classic & Cult TV, TV Comedies",,8
Movie,The Angry Birds Movie 2,"Thurop Van Orman, John Rice",2019,PG,"Children & Family Movies, Comedies",97,
Movie,The Animal People,"Denis Hennelly, Casey Suchan",2019,TV-MA,Documentaries,97,
Movie,The Ant's Scream,Sameh Abdulaziz,2010,TV-14,"Comedies, Dramas, International Movies",108,
TV Show,The Apartment,,2014,TV-PG,"International TV Shows, Reality TV",,2
Movie,The Apostate,Federico Veiroj,2015,TV-MA,"Comedies, Dramas, International Movies",80,
Movie,The Art of the Steal,Jonathan Sobol,2013,R,"Action & Adventure, Comedies, Independent Movies",90,
Movie,The Art of War,Christian Duguay,2000,R,Action & Adventure,117,
Movie,The Assignment,Walter Hill,2016,R,Action & Adventure,95,
Movie,The Autopsy of Jane Doe,André Øvredal,2016,R,"Horror Movies, Independent Movies, Thrillers",86,
TV Show,The Bachelor,,2009,TV-14,"Reality TV, Romantic TV Shows",,1
Movie,The Bachelors,Kurt Voelker,2017,TV-14,Dramas,100,
Movie,The Bad Education Movie,Elliot Hegarty,2015,TV-MA,Comedies,87,
Movie,The Bad Kids,"Keith Fulton, Louis Pepe",2016,TV-MA,Documentaries,101,
Movie,The Bare-Footed Kid,Johnnie To,1993,TV-14,"Action & Adventure, International Movies",83,
Movie,The Basement,"Brian M. Conley, Nathan Ives",2018,TV-MA,"Horror Movies, Thrillers",89,
Movie,The Battle of Midway,John Ford,1942,TV-14,"Classic Movies, Documentaries",18,
TV Show,The Beat,,2012,TV-MA,"International TV Shows, TV Dramas",,1
TV Show,The Beginning of Life: The Series,Estela Renner,2016,TV-PG,"Docuseries, International TV Shows, Science & Nature TV",,1
TV Show,The Bible's Buried Secrets,,2011,TV-14,"British TV Shows, Docuseries, Science & Nature TV",,1
TV Show,The Big Catch,,2015,TV-PG,"British TV Shows, Reality TV",,1
Movie,The Bill Murray Stories: Life Lessons Learned From a Mythical Man,Tommy Avallone,2018,TV-MA,Documentaries,72,
Movie,The Black Room,Rolfe Kanefsky,2016,TV-MA,Horror Movies,95,
Movie,The Blackcoat's Daughter,Osgood Perkins,2015,R,"Horror Movies, Independent Movies, Thrillers",95,
Movie,The Bleeder,Philippe Falardeau,2016,R,"Dramas, Sports Movies",98,
TV Show,The Blue Planet: A Natural History of the Oceans,Alastair Fothergill,2001,TV-G,"British TV Shows, Docuseries, International TV Shows",,1
Movie,The Bomb,"Kevin Ford, Smriti Keshari, Eric Schlosser",2016,TV-14,Documentaries,59,
TV Show,The Bomb Squad,,2011,TV-MA,"British TV Shows, Docuseries",,1
Movie,The Book of Eli,"Albert Hughes, Allen Hughes",2010,R,"Action & Adventure, Sci-Fi & Fantasy",118,
Movie,The Boss's Daughter,Olivier Loustau,2015,TV-MA,"Dramas, International Movies, Romantic Movies",98,
Movie,The Bounty Hunter,Andy Tennant,2010,PG-13,"Action & Adventure, Comedies, Romantic Movies",111,
Movie,The Box,Richard Kelly,2009,PG-13,"Sci-Fi & Fantasy, Thrillers",116,
Movie,The Boy,William Brent Bell,2016,PG-13,"Horror Movies, Independent Movies, Thrillers",97,
Movie,The Boy in the Striped Pajamas,Mark Herman,2008,PG-13,"Dramas, Independent Movies, International Movies",95,
Movie,The Brave One,Neil Jordan,2007,R,"Dramas, Thrillers",122,
Movie,The Brawler,Ken Kushner,2019,TV-MA,"Dramas, Independent Movies, Sports Movies",95,
Movie,The Breadwinner,Nora Twomey,2017,PG-13,"Children & Family Movies, Dramas, International Movies",93,
Movie,The Break-Up,Peyton Reed,2006,PG-13,"Comedies, Dramas, Romantic Movies",107,
Movie,The Bridge,Kunle Afolayan,2017,TV-14,"Dramas, International Movies, Romantic Movies",119,
Movie,The Brothers Grimm,Terry Gilliam,2005,PG-13,"Action & Adventure, Sci-Fi & Fantasy",119,
Movie,The Bucket List,Rob Reiner,2007,PG-13,"Comedies, Dramas",97,
Movie,The Bulbul's Nest,Husam El-Gohari,2013,TV-MA,"Comedies, International Movies",96,
Movie,The Bund,,1983,TV-14,"Action & Adventure, Dramas, International Movies",103,
Movie,The Bye Bye Man,Stacy Title,2017,PG-13,"Horror Movies, Thrillers",96,
Movie,The Bygone,"Graham Phillips, Parker Phillips",2019,TV-MA,"Independent Movies, Thrillers",106,
Movie,The Cakemaker,Ofir Raul Graizer,2017,TV-14,"Dramas, Independent Movies, International Movies",109,
TV Show,The Calling,Bumpy,2018,TV-MA,"International TV Shows, Reality TV",,1
Movie,The Captive,Atom Egoyan,2014,R,"Dramas, Thrillers",112,
Movie,The Car,Elliot Silverstein,1977,PG,"Cult Movies, Horror Movies",96,
Movie,The Carter Effect,Sean Menard,2017,TV-MA,"Documentaries, Sports Movies",60,
Movie,The Case for Christ,Jon Gunn,2017,TV-PG,"Dramas, Faith & Spirituality",113,
Movie,The Cell,Tarek Al Eryan,2017,TV-MA,"Action & Adventure, Dramas, International Movies",126,
Movie,The CEO,Kunle Afolayan,2016,TV-14,"Dramas, International Movies, Thrillers",109,
Movie,The Charnel House,Craig Moss,2016,R,"Horror Movies, Thrillers",93,
TV Show,The Chefs' Line,,2017,TV-14,"International TV Shows, Reality TV",,1
Movie,The Chord,Magdy Al-Hawwary,2010,TV-MA,"Dramas, International Movies, Music & Musicals",101,
